Subject Label,Subject URI,Predicate Label,Predicate URI,Predicate Symmetry,Object Label,Object URI,Context
Baird G.M.,http://lab3sdm/Baird G.M.,writes,writes,Assymetric,Water main criticality scoring and GIS centric risk mitigation: Applying GIS spatial analysis tools and apps for greater insight for high risk underground infrastructure,http://lab3sdm/Water main criticality scoring and GIS centric risk mitigation: Applying GIS spatial analysis tools and apps for greater insight for high risk underground infrastructure,
 Sanchez D.G.,http://lab3sdm/Sanchez D.G.,writes,writes,Assymetric,Water main criticality scoring and GIS centric risk mitigation: Applying GIS spatial analysis tools and apps for greater insight for high risk underground infrastructure,http://lab3sdm/Water main criticality scoring and GIS centric risk mitigation: Applying GIS spatial analysis tools and apps for greater insight for high risk underground infrastructure,
 Tamashasky B.,http://lab3sdm/Tamashasky B.,writes,writes,Assymetric,Water main criticality scoring and GIS centric risk mitigation: Applying GIS spatial analysis tools and apps for greater insight for high risk underground infrastructure,http://lab3sdm/Water main criticality scoring and GIS centric risk mitigation: Applying GIS spatial analysis tools and apps for greater insight for high risk underground infrastructure,
Baird G.M.,http://lab3sdm/Baird G.M.,writes,writes,Assymetric,Fixing the O&M Budget with Asset Management to Create More Capital Debt Capacity for Pipe Projects,http://lab3sdm/Fixing the O&M Budget with Asset Management to Create More Capital Debt Capacity for Pipe Projects,
Baird G.M.,http://lab3sdm/Baird G.M.,writes,writes,Assymetric,Defining a Sustainable Underground Infrastructure Framework: ISO Asset Management and ISO Life Cycle,http://lab3sdm/Defining a Sustainable Underground Infrastructure Framework: ISO Asset Management and ISO Life Cycle,
 Radzinski T.,http://lab3sdm/Radzinski T.,writes,writes,Assymetric,Defining a Sustainable Underground Infrastructure Framework: ISO Asset Management and ISO Life Cycle,http://lab3sdm/Defining a Sustainable Underground Infrastructure Framework: ISO Asset Management and ISO Life Cycle,
Baird G.M.,http://lab3sdm/Baird G.M.,writes,writes,Assymetric,How Green Are You? Economic and Environmental Sustainability: Assessing the Global Warming Potential (GMP) of Your Underground Infrastructure,http://lab3sdm/How Green Are You? Economic and Environmental Sustainability: Assessing the Global Warming Potential (GMP) of Your Underground Infrastructure,
 Radzinski T.,http://lab3sdm/Radzinski T.,writes,writes,Assymetric,How Green Are You? Economic and Environmental Sustainability: Assessing the Global Warming Potential (GMP) of Your Underground Infrastructure,http://lab3sdm/How Green Are You? Economic and Environmental Sustainability: Assessing the Global Warming Potential (GMP) of Your Underground Infrastructure,
Brodie M.,http://lab3sdm/Brodie M.,writes,writes,Assymetric,Alpha Model Domination in Multiple Choice Learning,http://lab3sdm/Alpha Model Domination in Multiple Choice Learning,
 Tensmeyer C.,http://lab3sdm/Tensmeyer C.,writes,writes,Assymetric,Alpha Model Domination in Multiple Choice Learning,http://lab3sdm/Alpha Model Domination in Multiple Choice Learning,
 Ackerman W.,http://lab3sdm/Ackerman W.,writes,writes,Assymetric,Alpha Model Domination in Multiple Choice Learning,http://lab3sdm/Alpha Model Domination in Multiple Choice Learning,
 Martinez T.,http://lab3sdm/Martinez T.,writes,writes,Assymetric,Alpha Model Domination in Multiple Choice Learning,http://lab3sdm/Alpha Model Domination in Multiple Choice Learning,
Smith R.,http://lab3sdm/Smith R.,writes,writes,Assymetric,"Adapting standard external clustering metrics for repetitive, noisy observations","http://lab3sdm/Adapting standard external clustering metrics for repetitive, noisy observations",
 Rosen J.,http://lab3sdm/Rosen J.,writes,writes,Assymetric,"Adapting standard external clustering metrics for repetitive, noisy observations","http://lab3sdm/Adapting standard external clustering metrics for repetitive, noisy observations",
 Ventura D.,http://lab3sdm/Ventura D.,writes,writes,Assymetric,"Adapting standard external clustering metrics for repetitive, noisy observations","http://lab3sdm/Adapting standard external clustering metrics for repetitive, noisy observations",
Fujimoto M.S.,http://lab3sdm/Fujimoto M.S.,writes,writes,Assymetric,Modeling global and local codon bias with deep language models,http://lab3sdm/Modeling global and local codon bias with deep language models,
 Bodily P.M.,http://lab3sdm/Bodily P.M.,writes,writes,Assymetric,Modeling global and local codon bias with deep language models,http://lab3sdm/Modeling global and local codon bias with deep language models,
 Lyman C.A.,http://lab3sdm/Lyman C.A.,writes,writes,Assymetric,Modeling global and local codon bias with deep language models,http://lab3sdm/Modeling global and local codon bias with deep language models,
 Jacobsen A.J.,http://lab3sdm/Jacobsen A.J.,writes,writes,Assymetric,Modeling global and local codon bias with deep language models,http://lab3sdm/Modeling global and local codon bias with deep language models,
 Snell Q.,http://lab3sdm/Snell Q.,writes,writes,Assymetric,Modeling global and local codon bias with deep language models,http://lab3sdm/Modeling global and local codon bias with deep language models,
 Clement M.J.,http://lab3sdm/Clement M.J.,writes,writes,Assymetric,Modeling global and local codon bias with deep language models,http://lab3sdm/Modeling global and local codon bias with deep language models,
Fujimoto M.S.,http://lab3sdm/Fujimoto M.S.,writes,writes,Assymetric,Genome polymorphism detection through relaxed de bruijn graph construction,http://lab3sdm/Genome polymorphism detection through relaxed de bruijn graph construction,
 Lyman C.,http://lab3sdm/Lyman C.,writes,writes,Assymetric,Genome polymorphism detection through relaxed de bruijn graph construction,http://lab3sdm/Genome polymorphism detection through relaxed de bruijn graph construction,
 Suvorov A.,http://lab3sdm/Suvorov A.,writes,writes,Assymetric,Genome polymorphism detection through relaxed de bruijn graph construction,http://lab3sdm/Genome polymorphism detection through relaxed de bruijn graph construction,
 Bodily P.,http://lab3sdm/Bodily P.,writes,writes,Assymetric,Genome polymorphism detection through relaxed de bruijn graph construction,http://lab3sdm/Genome polymorphism detection through relaxed de bruijn graph construction,
 Snell Q.,http://lab3sdm/Snell Q.,writes,writes,Assymetric,Genome polymorphism detection through relaxed de bruijn graph construction,http://lab3sdm/Genome polymorphism detection through relaxed de bruijn graph construction,
 Crandall K.,http://lab3sdm/Crandall K.,writes,writes,Assymetric,Genome polymorphism detection through relaxed de bruijn graph construction,http://lab3sdm/Genome polymorphism detection through relaxed de bruijn graph construction,
 Bybee S.,http://lab3sdm/Bybee S.,writes,writes,Assymetric,Genome polymorphism detection through relaxed de bruijn graph construction,http://lab3sdm/Genome polymorphism detection through relaxed de bruijn graph construction,
 Clement M.,http://lab3sdm/Clement M.,writes,writes,Assymetric,Genome polymorphism detection through relaxed de bruijn graph construction,http://lab3sdm/Genome polymorphism detection through relaxed de bruijn graph construction,
Lyman C.A.,http://lab3sdm/Lyman C.A.,writes,writes,Assymetric,Whole genome phylogenetic tree reconstruction using colored de bruijn graphs,http://lab3sdm/Whole genome phylogenetic tree reconstruction using colored de bruijn graphs,
 Fujimoto M.S.,http://lab3sdm/Fujimoto M.S.,writes,writes,Assymetric,Whole genome phylogenetic tree reconstruction using colored de bruijn graphs,http://lab3sdm/Whole genome phylogenetic tree reconstruction using colored de bruijn graphs,
 Suvorov A.,http://lab3sdm/Suvorov A.,writes,writes,Assymetric,Whole genome phylogenetic tree reconstruction using colored de bruijn graphs,http://lab3sdm/Whole genome phylogenetic tree reconstruction using colored de bruijn graphs,
 Bodily P.M.,http://lab3sdm/Bodily P.M.,writes,writes,Assymetric,Whole genome phylogenetic tree reconstruction using colored de bruijn graphs,http://lab3sdm/Whole genome phylogenetic tree reconstruction using colored de bruijn graphs,
 Snell Q.,http://lab3sdm/Snell Q.,writes,writes,Assymetric,Whole genome phylogenetic tree reconstruction using colored de bruijn graphs,http://lab3sdm/Whole genome phylogenetic tree reconstruction using colored de bruijn graphs,
 Crandall K.A.,http://lab3sdm/Crandall K.A.,writes,writes,Assymetric,Whole genome phylogenetic tree reconstruction using colored de bruijn graphs,http://lab3sdm/Whole genome phylogenetic tree reconstruction using colored de bruijn graphs,
 Bybee S.M.,http://lab3sdm/Bybee S.M.,writes,writes,Assymetric,Whole genome phylogenetic tree reconstruction using colored de bruijn graphs,http://lab3sdm/Whole genome phylogenetic tree reconstruction using colored de bruijn graphs,
 Clement M.J.,http://lab3sdm/Clement M.J.,writes,writes,Assymetric,Whole genome phylogenetic tree reconstruction using colored de bruijn graphs,http://lab3sdm/Whole genome phylogenetic tree reconstruction using colored de bruijn graphs,
Ruoti S.,http://lab3sdm/Ruoti S.,writes,writes,Assymetric,Layering Security at Global Control Points to Secure Unmodified Software,http://lab3sdm/Layering Security at Global Control Points to Secure Unmodified Software,
 Seamons K.,http://lab3sdm/Seamons K.,writes,writes,Assymetric,Layering Security at Global Control Points to Secure Unmodified Software,http://lab3sdm/Layering Security at Global Control Points to Secure Unmodified Software,
 Zappala D.,http://lab3sdm/Zappala D.,writes,writes,Assymetric,Layering Security at Global Control Points to Secure Unmodified Software,http://lab3sdm/Layering Security at Global Control Points to Secure Unmodified Software,
Baskota A.,http://lab3sdm/Baskota A.,writes,writes,Assymetric,A graduate school recommendation system using the multi-class support vector machine and KNN approaches,http://lab3sdm/A graduate school recommendation system using the multi-class support vector machine and KNN approaches,
 Ng Y.-K.,http://lab3sdm/Ng Y.-K.,writes,writes,Assymetric,A graduate school recommendation system using the multi-class support vector machine and KNN approaches,http://lab3sdm/A graduate school recommendation system using the multi-class support vector machine and KNN approaches,
Lund J.,http://lab3sdm/Lund J.,writes,writes,Assymetric,Movie recommendations using the deep learning approach,http://lab3sdm/Movie recommendations using the deep learning approach,
 Ng Y.-K.,http://lab3sdm/Ng Y.-K.,writes,writes,Assymetric,Movie recommendations using the deep learning approach,http://lab3sdm/Movie recommendations using the deep learning approach,
Svenda V.G.,http://lab3sdm/Svenda V.G.,writes,writes,Assymetric,Influence of Communication Irregularities and Co-simulation on Hybrid Power System State Estimation,http://lab3sdm/Influence of Communication Irregularities and Co-simulation on Hybrid Power System State Estimation,
 Stankovic A.M.,http://lab3sdm/Stankovic A.M.,writes,writes,Assymetric,Influence of Communication Irregularities and Co-simulation on Hybrid Power System State Estimation,http://lab3sdm/Influence of Communication Irregularities and Co-simulation on Hybrid Power System State Estimation,
 Saric A.T.,http://lab3sdm/Saric A.T.,writes,writes,Assymetric,Influence of Communication Irregularities and Co-simulation on Hybrid Power System State Estimation,http://lab3sdm/Influence of Communication Irregularities and Co-simulation on Hybrid Power System State Estimation,
 Transtrum M.K.,http://lab3sdm/Transtrum M.K.,writes,writes,Assymetric,Influence of Communication Irregularities and Co-simulation on Hybrid Power System State Estimation,http://lab3sdm/Influence of Communication Irregularities and Co-simulation on Hybrid Power System State Estimation,
Loiseau J.,http://lab3sdm/Loiseau J.,writes,writes,Assymetric,FleCSPH: A parallel and distributed smoothed particle hydrodynamics framework based on FleCSI,http://lab3sdm/FleCSPH: A parallel and distributed smoothed particle hydrodynamics framework based on FleCSI,
 Lim H.,http://lab3sdm/Lim H.,writes,writes,Assymetric,FleCSPH: A parallel and distributed smoothed particle hydrodynamics framework based on FleCSI,http://lab3sdm/FleCSPH: A parallel and distributed smoothed particle hydrodynamics framework based on FleCSI,
 Bergen B.K.,http://lab3sdm/Bergen B.K.,writes,writes,Assymetric,FleCSPH: A parallel and distributed smoothed particle hydrodynamics framework based on FleCSI,http://lab3sdm/FleCSPH: A parallel and distributed smoothed particle hydrodynamics framework based on FleCSI,
 Moss N.D.,http://lab3sdm/Moss N.D.,writes,writes,Assymetric,FleCSPH: A parallel and distributed smoothed particle hydrodynamics framework based on FleCSI,http://lab3sdm/FleCSPH: A parallel and distributed smoothed particle hydrodynamics framework based on FleCSI,
 Alin F.,http://lab3sdm/Alin F.,writes,writes,Assymetric,FleCSPH: A parallel and distributed smoothed particle hydrodynamics framework based on FleCSI,http://lab3sdm/FleCSPH: A parallel and distributed smoothed particle hydrodynamics framework based on FleCSI,
Wilson A.E.,http://lab3sdm/Wilson A.E.,writes,writes,Assymetric,Neutron radiation testing of fault tolerant risc-v soft processor on xilinx SRAM-based FPGAs,http://lab3sdm/Neutron radiation testing of fault tolerant risc-v soft processor on xilinx SRAM-based FPGAs,
